"age_yrBP","depth_m","deuterium_permille","temp_anomaly_C"
"46080.4414","794.2","-423.1",-5.8
"46123.9727","794.75","-419.7",-5.24
"46165.1797","795.3","-426.6",-6.38
"46209.7617","795.85","-426.2",-6.31
"46253.8086","796.4","-425",-6.12
"46297.8125","796.95","-425.4",-6.18
"46341.4883","797.5","-422.5",-5.7
"46384.3516","798.05","-422.6",-5.72
"46426.6406","798.6","-417.3",-4.85
"46465.8281","799.15","-415.6",-4.57
"46503.7773","799.7","-412.3",-4.03
"46541.75","800.25","-422.1",-5.64
"46583.0586","800.8","-421.3",-5.51
"46624.3125","801.35","-418.5",-5.05
"46665.5703","801.9","-422.3",-5.68
"46706.7891","802.45","-419.7",-5.25
"46748.3516","803","-427.8",-6.58
"46793.8125","803.55","-427.2",-6.49
"46839.5742","804.1","-429.5",-6.86
"46885.4414","804.65","-423.5",-5.88
"46930.0898","805.2","-426.9",-6.44
"46974.7695","805.75","-426.9",-6.44
"47019.8555","806.3","-425.3",-6.17
"47064.7266","806.85","-428.8",-6.75
"47111.0234","807.4","-429.1",-6.8
"47157.7344","807.95","-425.7",-6.24
"47202.5938","808.5","-426.9",-6.44
"47246.1719","809.05","-418",-4.97
"47289.3398","809.6","-428.3",-6.67
"47333.6016","810.15","-428.1",-6.64
"47380.2383","810.7","-431.2",-7.15
"47427.9141","811.25","-427.8",-6.59
"47474.2695","811.8","-430.1",-6.97
"47521.7969","812.35","-428.7",-6.73
"47568.6562","812.9","-430.3",-7
"47616.4492","813.45","-431.5",-7.2
"47663.9375","814","-425.7",-6.24
"47709.5664","814.55","-425.9",-6.27
"47755.2852","815.1","-431.1",-7.13
"47803.2578","815.65","-434.3",-7.66
"47852.4219","816.2","-428.2",-6.65
"47900.2695","816.75","-431.8",-7.25
"47949.9453","817.3","-442.1",-8.94
"48004.9102","817.85","-435.9",-7.92
"48057.9961","818.4","-436.5",-8.02
"48110.9883","818.95","-439.7",-8.55
"48164.9297","819.5","-436",-7.94
"48217.0703","820.05","-432.2",-7.31
"48267.7578","820.6","-436.3",-7.99
"48318.1914","821.15","-429.1",-6.8
"48366.5234","821.7","-428.1",-6.63
"48413.6953","822.25","-429.1",-6.8
"48460.9883","822.8","-432.2",-7.31
"48510.1289","823.35","-430.3",-7
"48558.3789","823.9","-439.5",-8.51
"48613.1289","824.45","-433.7",-7.56
"48663.7305","825","-429.9",-6.93
"48711.832","825.55","-438.3",-8.32
"48765.5781","826.1","-437.4",-8.17
"48818.9648","826.65","-430.8",-7.08
"48867.3867","827.2","-430.4",-7.01
"48915.2656","827.75","-427.5",-6.54
"48962.3906","828.3","-433.8",-7.57
"49012.3008","828.85","-434.4",-7.67
"49063.2695","829.4","-433.9",-7.59
"49114.6094","829.95","-437.4",-8.17
"49166.7695","830.5","-432",-7.28
"49217.6055","831.05","-436.7",-8.05
"49269.4883","831.6","-434.2",-7.64
"49321.543","832.15","-438.8",-8.39
"49374.6875","832.7","-432.5",-7.36
"49425.7578","833.25","-436.2",-7.96
"49477.168","833.8","-431.3",-7.16
"49526.3398","834.35","-428.8",-6.75
"49574.6211","834.9","-433.6",-7.54
"49624.293","835.45","-433.1",-7.45
"49673.0312","836","-424.9",-6.1
"49720.7617","836.55","-434.6",-7.7
"49770.2188","837.1","-434.4",-7.67
"49820.1133","837.65","-426.1",-6.3
"49868.6797","838.2","-434.4",-7.67
"49918.4375","838.75","-433.3",-7.49
"49969.7734","839.3","-437.5",-8.18
"50021.625","839.85","-430.7",-7.06
"50070.9141","840.4","-428.2",-6.64
"50118.2812","840.95","-430.1",-6.96
"50165.8828","841.5","-427.3",-6.5
"50212.332","842.05","-430.5",-7.02
"50260.7617","842.6","-433.6",-7.53
"50311.4062","843.15","-433.4",-7.5
"50361.8672","843.7","-430.7",-7.06
"50410.582","844.25","-430.7",-7.05
"50458.0586","844.8","-422.1",-5.64
"50503.3242","845.35","-431.4",-7.17
"50551.1289","845.9","-433",-7.43
"50601.9258","846.45","-437.1",-8.11
"50652.4727","847","-425.8",-6.25
"50700.5898","847.55","-430.5",-7.02
"50748.6914","848.1","-433.3",-7.48
"50797.7109","848.65","-427.9",-6.59
"50846.2617","849.2","-433.4",-7.5
"50895.8438","849.75","-432.6",-7.37
"50945.4062","850.3","-428.5",-6.69
"50993.1172","850.85","-428.6",-6.71
"51040.8008","851.4","-435.5",-7.84
"51092.3438","851.95","-432.7",-7.38
"51142.7539","852.5","-432.7",-7.38
"51192.8867","853.05","-431.7",-7.22
"51242.3477","853.6","-430.1",-6.95
"51290.6719","854.15","-430.5",-7.02
"51339.1523","854.7","-429",-6.77
"51386.9727","855.25","-431.7",-7.21
"51435.7031","855.8","-428",-6.61
"51482.7852","856.35","-426.9",-6.42
"51528.4727","856.9","-424.2",-5.98
"51574.8008","857.45","-432.9",-7.41
"51622.457","858","-427.8",-6.57
"51670.8984","858.55","-432.5",-7.35
"51718.8594","859.1","-425",-6.11
"51765.2383","859.65","-428.2",-6.64
"51811.3008","860.2","-421.2",-5.49
"51854.3594","860.75","-429.2",-6.81
"51901.3789","861.3","-425.9",-6.26
"51946.8125","861.85","-424.1",-5.97
"51989.6562","862.4","-415.9",-4.62
"52032.0547","862.95","-426.5",-6.36
"52074.9102","863.5","-419.7",-5.24
"52117.3633","864.05","-425.7",-6.23
"52162.7773","864.6","-432",-7.27
"52211.7422","865.15","-426.2",-6.32
"52258.2695","865.7","-429.5",-6.86
"52305.2383","866.25","-426.2",-6.32
"52351.8867","866.8","-428.8",-6.75
"52398.0625","867.35","-424.7",-6.07
"52443.0195","867.9","-422.2",-5.66
"52487.6367","868.45","-430.6",-7.04
"52534.5234","869","-424.1",-5.97
"52579.5","869.55","-426.4",-6.35
"52624.8633","870.1","-419.9",-5.28
"52667.9922","870.65","-428.6",-6.72
"52713.3906","871.2","-424.9",-6.11
"52757.0664","871.75","-415.8",-4.61
"52799.2617","872.3","-424.9",-6.11
"52842.5742","872.85","-425.3",-6.18
"52887.6641","873.4","-428",-6.62
"52934.6328","873.95","-429.2",-6.82
"52982.1641","874.5","-426.2",-6.33
"53026.1523","875.05","-413.6",-4.25
"53067.4688","875.6","-422.7",-5.75
"53109.5156","876.15","-425.3",-6.18
"53153.2773","876.7","-418.6",-5.08
"53194.918","877.25","-420.6",-5.41
"53236.6484","877.8","-418.3",-5.03
"53277.6445","878.35","-419.2",-5.18
"53318.3555","878.9","-417.8",-4.95
"53358.8828","879.45","-417.6",-4.92
"53399.0742","880","-418",-4.99
"53439.7344","880.55","-419.8",-5.29
"53482.0469","881.1","-425.2",-6.18
"53526.2422","881.65","-425.9",-6.3
"53571.4648","882.2","-424.6",-6.08
"53617.3125","882.75","-431.3",-7.19
"53665.6602","883.3","-429.4",-6.87
"53713.875","883.85","-428.1",-6.66
"53760.9297","884.4","-421.3",-5.54
"53803.9766","884.95","-425.6",-6.25
"53848.4336","885.5","-421.3",-5.54
"53892.6523","886.05","-427.2",-6.52
"53937.7734","886.6","-425.6",-6.25
"53983.9922","887.15","-428.1",-6.67
"54030.5625","887.7","-427.1",-6.5
"54077.6055","888.25","-430",-6.98
"54124.9648","888.8","-422",-5.66
"54168.8594","889.35","-423.8",-5.96
"54213.0234","889.9","-423",-5.83
"54256.4062","890.45","-420.5",-5.42
"54300.6797","891","-430.3",-7.04
"54347.4922","891.55","-429.5",-6.9
"54395.875","892.1","-429.2",-6.86
"54444.6133","892.65","-432.5",-7.4
"54494.5508","893.2","-432.5",-7.4
"54544.4648","893.75","-428.8",-6.79
"54593.7695","894.3","-433.8",-7.62
"54644.8203","894.85","-435.5",-7.9
"54696.9414","895.4","-432.3",-7.37
"54748.","895.95","-432.4",-7.39
"54797.","896.5","-423.6",-5.94
"54843.1797","897.05","-427.6",-6.6
"54889.7227","897.6","-428.6",-6.76
"54937.1484","898.15","-424.8",-6.14
"54982.2852","898.7","-422.7",-5.79
"55026.7773","899.25","-429.6",-6.93
"55074.3633","899.8","-428.9",-6.82
"55121.6289","900.35","-424.2",-6.04
"55168.1797","900.9","-430.3",-7.05
"55215.8203","901.45","-429.1",-6.85
"55263.6094","902","-426",-6.34
"55310.4023","902.55","-427.5",-6.59
"55358.3828","903.1","-434.9",-7.81
"55408.6914","903.65","-428.7",-6.79
"55457.5938","904.2","-428.6",-6.77
"55505.4531","904.75","-428.8",-6.81
"55553.6367","905.3","-431.1",-7.19
"55603.207","905.85","-432.2",-7.37
"55653.9805","906.4","-435.5",-7.91
"55707.1992","906.95","-438",-8.33
"55761.332","907.5","-431.9",-7.32
"55812.6211","908.05","-432.1",-7.35
"55863.8281","908.6","-436.8",-8.13
"55917.7344","909.15","-438.3",-8.38
"55971.2539","909.7","-428.4",-6.75
"56022.8438","910.25","-440.1",-8.67
"56076.2383","910.8","-432.2",-7.37
"56128.3242","911.35","-431.7",-7.29
"56177.8047","911.9","-427",-6.52
"56225.8945","912.45","-429.2",-6.88
"56275.207","913","-436.5",-8.08
"56326.3906","913.55","-427.7",-6.63
"56375.6953","914.1","-429.9",-7
"56424.375","914.65","-430.5",-7.1
"56473.8086","915.2","-431.2",-7.21
"56523.1641","915.75","-427.7",-6.64
"56570.9062","916.3","-426.6",-6.46
"56618.1289","916.85","-433.6",-7.61
"56668.9414","917.4","-427",-6.52
"56716.4766","917.95","-431",-7.18
"56766.1406","918.5","-426",-6.36
"56812.3203","919.05","-424.6",-6.13
"56857.9062","919.6","-427.2",-6.56
"56903.4688","920.15","-419.7",-5.32
"56948.1797","920.7","-428.8",-6.83
"56993.9883","921.25","-425.3",-6.25
"57040.5195","921.8","-426",-6.37
"57085.957","922.35","-422.1",-5.72
"57129.7852","922.9","-418.9",-5.2
"57171.6367","923.45","-423.7",-5.99
"57215.6953","924","-417.5",-4.97
"57257.5781","924.55","-421.9",-5.7
"57300.1367","925.1","-421.2",-5.58
"57345.7344","925.65","-434.6",-7.79
"57394.6172","926.2","-427.7",-6.66
"57442.6914","926.75","-423.5",-5.97
"57487.7969","927.3","-422.2",-5.75
"57531.9258","927.85","-426.3",-6.43
"57578.1875","928.4","-427.4",-6.61
"57625.2734","928.95","-422.6",-5.83
"57669.0312","929.5","-419",-5.23
"57712.8438","930.05","-429.4",-6.95
"57760.0898","930.6","-430.7",-7.16
"57809.2812","931.15","-428.6",-6.82
"57857.2422","931.7","-425",-6.23
"57903.5781","932.25","-424.8",-6.2
"57948.9297","932.8","-423.4",-5.97
"57993.8555","933.35","-424.2",-6.1
"58038.6094","933.9","-419",-5.25
"58080.9844","934.45","-427",-6.57
"58126.7695","935","-419.2",-5.28
"58170.1914","935.55","-423.4",-5.98
"58212.1719","936.1","-413.9",-4.42
"58254.1523","936.65","-423.7",-6.03
"58296.5781","937.2","-417.6",-5.03
"58338.0938","937.75","-416.9",-4.92
"58379.207","938.3","-422.6",-5.86
"58422.4062","938.85","-421.4",-5.66
"58466.8242","939.4","-426",-6.42
"58510.543","939.95","-416.3",-4.83
"58552.1914","940.5","-414.9",-4.6
"58591.6016","941.05","-418.5",-5.19
"58633.2227","941.6","-420",-5.44
"58675.6953","942.15","-421.2",-5.64
"58717.8008","942.7","-416.6",-4.89
"58759.9961","943.25","-422.9",-5.93
"58803.2422","943.8","-422.1",-5.8
"58847.2344","944.35","-423.8",-6.08
"58892.1328","944.9","-422",-5.78
"58936.1328","945.45","-422.7",-5.9
"58980.2305","946","-422.1",-5.8
"59024.1211","946.55","-421.5",-5.71
"59067.4062","947.1","-419.7",-5.41
"59110.0117","947.65","-419.4",-5.36
"59152.6641","948.2","-429.8",-7.08
"59201.4883","948.75","-414.3",-4.53
"59241.6289","949.3","-424.2",-6.16
"59286.0508","949.85","-424.8",-6.26
"59332.9336","950.4","-431.1",-7.3
"59380.8594","950.95","-423.8",-6.1
"59425.8945","951.5","-416",-4.82
"59468.8672","952.05","-424.9",-6.28
"59513.5234","952.6","-426.5",-6.55
"59560.2266","953.15","-424.3",-6.19
"59605.9297","953.7","-422.2",-5.85
"59650.5","954.25","-430.1",-7.15
"59699.7461","954.8","-428.6",-6.9
"59747.4883","955.35","-419",-5.32
"59791.0938","955.9","-422.5",-5.9
"59834.875","956.45","-422.6",-5.92
"59879.0469","957","-421.4",-5.72
"59924.5","957.55","-430.8",-7.27
"59972.4023","958.1","-425.2",-6.35
"60019.9414","958.65","-427.8",-6.78
"60067.6875","959.2","-427.1",-6.67
"60115.7578","959.75","-430.6",-7.25
"60165.8398","960.3","-431.1",-7.33
"60216.3477","960.85","-428.6",-6.92
"60265.293","961.4","-427",-6.66
"60313.1992","961.95","-432",-7.48
"60364.4062","962.5","-428.9",-6.97
"60413.5586","963.05","-424.5",-6.25
"60459.7383","963.6","-430.6",-7.25
"60509.832","964.15","-427.4",-6.73
"60557.6719","964.7","-423.4",-6.07
"60602.8906","965.25","-421.7",-5.79
"60648.5039","965.8","-430.4",-7.22
"60697.0156","966.35","-428.5",-6.91
"60746.5742","966.9","-430.5",-7.24
"60796.9492","967.45","-432.2",-7.52
"60847.4961","968","-427.1",-6.68
"60896.0117","968.55","-425.7",-6.45
"60943.9102","969.1","-429.8",-7.13
"60993.832","969.65","-433.7",-7.77
"61044.5195","970.2","-425.5",-6.43
"61093.6445","970.75","-429.8",-7.13
"61142.4531","971.3","-428.1",-6.86
"61191.7539","971.85","-429.5",-7.09
"61241.5508","972.4","-430.9",-7.32
"61292.2344","972.95","-431.3",-7.39
"61342.9297","973.5","-429",-7.01
"61394.0898","974.05","-435.7",-8.11
"61447.0469","974.6","-432.6",-7.6
"61499.2266","975.15","-428.7",-6.96
"61549.7539","975.7","-431.6",-7.44
"61601.1328","976.25","-433.6",-7.77
"61653.6953","976.8","-432.1",-7.52
"61705.668","977.35","-430.5",-7.26
"61757.0195","977.9","-432.7",-7.62
"61809.3164","978.45","-433.6",-7.77
"61862.875","979","-437.2",-8.37
"61918.75","979.55","-436.3",-8.22
"61974.4961","980.1","-440.7",-8.94
"62033.293","980.65","-436",-8.17
"62089.0234","981.2","-434.6",-7.94
"62143.5664","981.75","-435.3",-8.05
"62198.3867","982.3","-436.1",-8.19
"62254.2148","982.85","-438.6",-8.6
"62311.7188","983.4","-440.2",-8.86
"62370.582","983.95","-438.4",-8.57
"62427.957","984.5","-430.4",-7.25
"62479.7734","985.05","-440.5",-8.91
"62538.7383","985.6","-440.4",-8.89
"62598.1523","986.15","-440.1",-8.85
"62657.0703","986.7","-438.2",-8.53
"62714.707","987.25","-436.4",-8.24
"62771.3164","987.8","-442.1",-9.17
"62832.2109","988.35","-443.9",-9.47
"62894.0898","988.9","-438.6",-8.6
"62952.7656","989.45","-437.5",-8.41
"63012.0156","990","-448.3",-10.19
"63079.1367","990.55","-442.7",-9.27
"63141.0586","991.1","-442.4",-9.22
"63202.9414","991.65","-443.6",-9.41
"63265.0312","992.2","-440.8",-8.95
"63325.6562","992.75","-442.9",-9.3
"63387.5469","993.3","-441.4",-9.05
"63448.2148","993.85","-440.1",-8.83
"63507.5664","994.4","-438",-8.49
"63563.9297","994.95","-427",-6.68
"63615.","995.5","-427.9",-6.82
"63665.7383","996.05","-437.1",-8.34
"63719.6562","996.6","-426.7",-6.63
"63770.9414","997.15","-440.3",-8.87
"63828.8789","997.7","-434.3",-7.88
"63883.6094","998.25","-434.2",-7.86
"63937.668","998.8","-429.7",-7.12
"63989.0898","999.35","-431.7",-7.45
"64042.2695","999.9","-438.3",-8.53
"64100.1406","1000.45","-441.6",-9.08
"64159.9023","1001","-437.4",-8.38
"64218.4023","1001.55","-439.8",-8.78
"64277.7773","1002.1","-443.1",-9.32
"64339.8828","1002.65","-439.4",-8.71
"64398.9492","1003.2","-436.6",-8.24
"64456.7852","1003.75","-440.1",-8.82
"64516.2852","1004.3","-441.9",-9.11
"64577.2305","1004.85","-437.6",-8.4
"64635.375","1005.4","-442.7",-9.24
"64696.7656","1005.95","-437",-8.3
"64755.9609","1006.5","-443.3",-9.34
"64817.4492","1007.05","-441.3",-9.01
"64878.8672","1007.6","-440.2",-8.82
"64939.0859","1008.15","-440.6",-8.89
"64998.4062","1008.7","-433.5",-7.72
"65053.8555","1009.25","-433.5",-7.72
"65110.793","1009.8","-446",-9.77
"65173.0781","1010.35","-437.4",-8.36
"65232.0664","1010.9","-441.5",-9.03
"65293.1445","1011.45","-439.3",-8.67
"65353.3438","1012","-442.2",-9.14
"65415.3438","1012.55","-443.9",-9.42
"65478.5625","1013.1","-440.1",-8.79
"65539.4141","1013.65","-444.8",-9.56
"65602.8359","1014.2","-438.1",-8.46
"65663.0625","1014.75","-441.4",-9
"65724.3047","1015.3","-443.6",-9.36
"65787.8047","1015.85","-445",-9.59
"65852.0625","1016.4","-440.1",-8.78
"65913.8906","1016.95","-443.2",-9.29
"65976.9297","1017.5","-445",-9.58
"66041.9219","1018.05","-444.4",-9.48
"66106.2969","1018.6","-442.5",-9.17
"66170.1328","1019.15","-446.4",-9.81
"66236.1953","1019.7","-442.7",-9.2
"66299.2109","1020.25","-442.2",-9.11
"66361.5312","1020.8","-440.5",-8.83
"66423.0469","1021.35","-441.8",-9.04
"66484.8203","1021.9","-434.6",-7.85
"66541.3672","1022.45","-445.9",-9.71
"66605.9922","1023","-439.6",-8.67
"66667.1094","1023.55","-438.3",-8.46
"66726.9688","1024.1","-442.9",-9.21
"66789.8516","1024.65","-443",-9.23
"66852.6562","1025.2","-438.6",-8.5
"66913.375","1025.75","-441.7",-9.01
"66975.625","1026.3","-445.4",-9.61
"67040.9453","1026.85","-440.6",-8.82
"67103.0547","1027.4","-444.1",-9.39
"67167.1172","1027.95","-443.3",-9.26
"67231.3516","1028.5","-444.4",-9.44
"67296.0156","1029.05","-440.9",-8.86
"67358.1406","1029.6","-441.2",-8.9
"67420.6094","1030.15","-444.2",-9.4
"67484.8984","1030.7","-440.5",-8.78
"67545.8125","1031.25","-434.6",-7.81
"67603.7422","1031.8","-442.5",-9.11
"67665.8203","1032.35","-442.6",-9.12
"67729.4297","1032.9","-443.8",-9.32
"67792.9688","1033.45","-430.5",-7.12
"67847.8203","1034","-441.1",-8.87
"67908.3984","1034.55","-439.5",-8.6
"67968.9219","1035.1","-437.5",-8.27
"68028.5938","1035.65","-442.3",-9.06
"68091.4844","1036.2","-445.8",-9.63
"68158.1172","1036.75","-445.1",-9.51
"68224.25","1037.3","-443.9",-9.31
"68289.4453","1037.85","-434.7",-7.79
"68345.9219","1038.4","-436.2",-8.04
"68403.3594","1038.95","-435.5",-7.92
"68460.1641","1039.5","-433.5",-7.59
"68516.5234","1040.05","-436.9",-8.15
"68573.8828","1040.6","-434.6",-7.77
"68631.1094","1041.15","-439.7",-8.6
"68691.5391","1041.7","-436.9",-8.14
"68751.1797","1042.25","-444.7",-9.42
"68815.5547","1042.8","-441.9",-8.96
"68879.3359","1043.35","-441.7",-8.92
"68942.7031","1043.9","-446.5",-9.71
"69009.4688","1044.45","-441.3",-8.85
"69074.0078","1045","-446.3",-9.67
"69140.8828","1045.55","-440.7",-8.75
"69203.6875","1046.1","-443.6",-9.22
"69268.0547","1046.65","-442.2",-8.99
"69332.","1047.2","-441.6",-8.89
"69394.4141","1047.75","-431.7",-7.26
"69450.3672","1048.3","-439.2",-8.49
"69510.6406","1048.85","-441.1",-8.8
"69572.5234","1049.4","-438.3",-8.34
"69632.2344","1049.95","-429.6",-6.91
"69685.75","1050.5","-433.7",-7.58
"69741.4766","1051.05","-431.8",-7.27
"69796.2891","1051.6","-435.9",-7.94
"69854.1562","1052.15","-436.7",-8.07
"69912.5703","1052.7","-433.2",-7.49
"69969.2344","1053.25","-434.4",-7.69
"70025.3594","1053.8","-432.3",-7.34
"70080.8047","1054.35","-434.6",-7.72
"70137.2266","1054.9","-429",-6.79
"70189.5781","1055.45","-428.2",-6.66
"70241.2734","1056","-433.6",-7.55
"70296.4219","1056.55","-425.9",-6.28
"70347.1953","1057.1","-428.4",-6.69
"70398.625","1057.65","-427.9",-6.61
"70449.8828","1058.2","-426.7",-6.41
"70499.5156","1058.75","-419.4",-5.2
"70545.875","1059.3","-424.5",-6.04
"70594.0078","1059.85","-421.9",-5.61
"70640.9922","1060.4","-422",-5.63
"70687.8047","1060.95","-418.5",-5.05
"70732.5703","1061.5","-421.2",-5.5
"70778.7109","1062.05","-421.4",-5.53
"70825.6016","1062.6","-424.1",-5.98
"70873.1172","1063.15","-420.7",-5.41
"70922.0703","1063.7","-434.7",-7.72
"70976.4062","1064.25","-432",-7.27
"71030.25","1064.8","-419.7",-5.25
"71078.4219","1065.35","-430.9",-7.09
"71130.4922","1065.9","-426.8",-6.41
"71181.5312","1066.45","-425.6",-6.21
"71231.3203","1067","-424.4",-6.01
"71280.3516","1067.55","-424.6",-6.04
"71330.0547","1068.1","-430.7",-7.05
"71383.3984","1068.65","-431.6",-7.19
"71438.0156","1069.2","-429.1",-6.78
"71490.7422","1069.75","-429.7",-6.88
"71543.5234","1070.3","-423.5",-5.85
"71592.4141","1070.85","-428.7",-6.71
"71644.625","1071.4","-429.5",-6.84
"71697.4922","1071.95","-428.4",-6.65
"71750.0625","1072.5","-430.5",-7
"71803.6172","1073.05","-429.9",-6.9
"71856.8203","1073.6","-428.1",-6.6
"71909.6953","1074.15","-431.1",-7.09
"71963.8594","1074.7","-432.3",-7.28
"72018.7891","1075.25","-430.2",-6.94
"72074.0547","1075.8","-437",-8.05
"72132.0703","1076.35","-430.9",-7.05
"72187.1719","1076.9","-434.2",-7.59
"72244.2344","1077.45","-432.5",-7.3
"72300.9219","1078","-438.2",-8.24
"72362.87","1078.55","-442.2",-8.89
"72426.08","1079.1","-436.2",-7.9
"72486.28","1079.65","-437.7",-8.14
"72546.88","1080.2","-438.8",-8.32
"72608.3","1080.75","-438",-8.19
"72668.74","1081.3","-434.8",-7.66
"72727.26","1081.85","-434.5",-7.6
"72785.02","1082.4","-434.7",-7.63
"72842.85","1082.95","-433.4",-7.42
"72899.48","1083.5","-431.9",-7.17
"72955.6","1084.05","-434.9",-7.66
"73011.97","1084.6","-428.4",-6.58
"73066.1","1085.15","-430.3",-6.89
"73119.42","1085.7","-428",-6.51
"73172.02","1086.25","-427.6",-6.45
"73225.09","1086.8","-434.3",-7.55
"73280.54","1087.35","-425.9",-6.16
"73332.7","1087.9","-431.6",-7.1
"73387.26","1088.45","-427.7",-6.45
"73439.54","1089","-433.4",-7.39
"73495.48","1089.55","-422.1",-5.53
"73544.63","1090.1","-430.5",-6.91
"73598.15","1090.65","-426.4",-6.23
"73649.64","1091.2","-426.4",-6.23
"73700.62","1091.75","-425.7",-6.11
"73751.65","1092.3","-428.8",-6.62
"73803.73","1092.85","-425.3",-6.04
"73854.45","1093.4","-424.9",-5.97
"73902.83","1093.95","-414.2",-4.21
"73947.32","1094.5","-421.4",-5.39
"73994.03","1095.05","-422.2",-5.52
"74041.9","1095.6","-422.4",-5.56
"74089.9","1096.15","-418",-4.83
"74135.2","1096.7","-423.3",-5.7
"74182.82","1097.25","-416.1",-4.51
"74227.62","1097.8","-419.4",-5.06
"74273.88","1098.35","-424.3",-5.86
"74321.52","1098.9","-418.6",-4.92
"74368.17","1099.45","-420",-5.15
"74414.06","1100","-418.9",-4.97
"74459.32","1100.55","-415.9",-4.47
"74502.55","1101.1","-410.1",-3.52
"74543.44","1101.65","-416.9",-4.64
"74587.23","1102.2","-413.5",-4.08
"74629.61","1102.75","-415.7",-4.44
"74673.95","1103.3","-422.7",-5.59
"74720.84","1103.85","-420.9",-5.29
"74768.27","1104.4","-420.7",-5.26
"74815.85","1104.95","-423.5",-5.72
"74863.96","1105.5","-421.2",-5.34
"74912.68","1106.05","-425.9",-6.11
"74961.69","1106.6","-420.3",-5.19
"75011.16","1107.15","-429.3",-6.67
"75062.73","1107.7","-426.6",-6.22
"75114.44","1108.25","-424.4",-5.86
"75164.71","1108.8","-424.2",-5.82
"75214.69","1109.35","-425.2",-5.98
"75265.18","1109.9","-425.9",-6.1
"75316.04","1110.45","-425.3",-5.99
"75367.54","1111","-429.1",-6.62
"75420.62","1111.55","-429.4",-6.67
"75474.13","1112.1","-426.7",-6.22
"75527.07","1112.65","-431.2",-6.96
"75581.68","1113.2","-428.6",-6.52
"75635.71","1113.75","-434",-7.41
"75693.32","1114.3","-430.2",-6.78
"75748.8","1114.85","-435.2",-7.6
"75807.89","1115.4","-437.3",-7.94
"75868.15","1115.95","-434.2",-7.43
"75926.47","1116.5","-430.2",-6.77
"75982.08","1117.05","-431.6",-6.99
"76037.83","1117.6","-427.9",-6.38
"76090.91","1118.15","-427.5",-6.31
"76143.87","1118.7","-434.8",-7.51
"76201.99","1119.25","-431.2",-6.91
"76258.08","1119.8","-430.2",-6.75
"76312.42","1120.35","-426.3",-6.1
"76365.05","1120.9","-427.4",-6.28
"76419.48","1121.45","-438.4",-8.09
"76477.77","1122","-425.7",-5.99
"76531.49","1122.55","-431.7",-6.98
"76586.77","1123.1","-426.4",-6.1
"76638.92","1123.65","-428.1",-6.38
"76692.25","1124.2","-433",-7.18
"76749.42","1124.75","-431.6",-6.95
"76805.52","1125.3","-429.8",-6.65
"76860.79","1125.85","-431.3",-6.89
"76915.71","1126.4","-427.2",-6.21
"76968.87","1126.95","-426.3",-6.06
"77020.83","1127.5","-426.1",-6.03
"77072.64","1128.05","-426.7",-6.12
"77125.36","1128.6","-430.7",-6.78
"77178.8","1129.15","-420.9",-5.16
"77228.8","1129.7","-428.3",-6.38
"77280.83","1130.25","-424.6",-5.77
"77331.75","1130.8","-424",-5.66
"77382.3","1131.35","-427.9",-6.31
"77435.44","1131.9","-432.6",-7.08
"77492.34","1132.45","-428.7",-6.43
"77546.39","1133","-428.9",-6.46
"77600.94","1133.55","-432.4",-7.04
"77657.68","1134.1","-432.5",-7.05
"77714.67","1134.65","-431.1",-6.81
"77770.5","1135.2","-428.5",-6.38
"77825.13","1135.75","-430.4",-6.69
"77880.08","1136.3","-428.9",-6.44
"77934.54","1136.85","-429.9",-6.6
"77989.44","1137.4","-425.9",-5.94
"78041.27","1137.95","-427.5",-6.2
"78094.45","1138.5","-430.1",-6.63
"78148.91","1139.05","-424.4",-5.69
"78200.18","1139.6","-424.8",-5.75
"78252.4","1140.15","-434.8",-7.4
"78309.68","1140.7","-430.2",-6.64
"78364.29","1141.25","-421.8",-5.25
"78414.92","1141.8","-424",-5.61
"78465.4","1142.35","-427.1",-6.12
"78517.63","1142.9","-427.2",-6.13
"78569.6","1143.45","-422.4",-5.34
"78619.98","1144","-424.4",-5.67
"78670.02","1144.55","-423.1",-5.45
"78719.32","1145.1","-419.9",-4.92
"78767.39","1145.65","-421",-5.1
"78816.68","1146.2","-428.4",-6.32
"78868.11","1146.75","-422.9",-5.41
"78918.97","1147.3","-424.3",-5.64
"78969.4","1147.85","-424.5",-5.67
"79021.81","1148.4","-433.5",-7.15
"79076.47","1148.95","-420.6",-5.02
"79127.2","1149.5","-426.9",-6.06
"79178.2","1150.05","-421.3",-5.13
"79228.33","1150.6","-428.2",-6.27
"79279.67","1151.15","-417.1",-4.44
"79326.86","1151.7","-419.8",-4.88
"79373.62","1152.25","-419.1",-4.76
"79421.44","1152.8","-424.1",-5.59
"79470.38","1153.35","-420.3",-4.96
"79520.26","1153.9","-428.4",-6.29
"79570.99","1154.45","-418.8",-4.71
"79620.72","1155","-426.6",-5.99
"79669.82","1155.55","-416.1",-4.26
"79716.24","1156.1","-414.9",-4.06
"79762.08","1156.65","-424.1",-5.57
"79810.45","1157.2","-421.4",-5.13
"79859.9","1157.75","-423.3",-5.44
"79909.99","1158.3","-425.3",-5.77
"79960.92","1158.85","-423.4",-5.45
"80010.77","1159.4","-419.8",-4.86
"80058.95","1159.95","-420.2",-4.92
"80106.6","1160.5","-420.1",-4.9
"80153.27","1161.05","-413.4",-3.8
"80198.49","1161.6","-426.5",-5.96
